"","response_var","TCG_15_T1","mndwi_15_T2","ndvi_15_T3","swir1_15_T3"
"522",1,1209.6187,-0.652442795,0.485065711,780
"523",1,943.7621,-0.64441053,0.447798742,1082
"524",1,1104.1364,-0.678797997,0.608966376,1257
"525",1,903.8294,-0.616081987,0.652313883,967
"526",1,995.126,-0.648398577,0.646797482,1192
"527",1,991.0421,-0.644363636,0.638453501,1091
"528",1,993.43795,-0.656689506,0.67032967,1168
"529",1,934.2031,-0.605655331,0.634050022,1002
"530",1,915.51665,-0.629976581,0.641486321,999
"531",1,763.64605,-0.608576642,0.602298851,792
"532",1,909.41315,-0.614723926,0.568627451,653
"533",1,1069.83925,-0.649477101,0.547087643,800
"534",1,909.7889,-0.624401914,0.664970314,1021
"535",1,895.7199,-0.612410072,0.516688919,694
"536",0,2479.83495,-0.744616925,0.74671916,1754
"537",1,787.02975,-0.633628319,0.531554977,625
"538",1,966.47035,-0.643120187,0.473509934,703
"539",1,996.59675,-0.630014859,0.500777605,1634
"540",1,1120.76805,-0.638986629,0.52581262,1676
"541",1,659.44875,-0.564772727,0.304268847,552
"542",1,727.18665,-0.576883385,0.379418696,646
"543",0,1105.49165,-0.542058586,0.478668054,2776
"544",0,272.25615,-0.322807018,0.235486891,2827
"545",0,81.25395,-0.152027027,0.105633803,63
"546",0,-7.61785,-0.118644068,0.111111111,347
"547",0,17.88495,-0.203513909,-0.115264798,68
"548",0,659.36035,-0.4342723,0.356359649,2137
"549",0,880.1497,-0.535638673,0.553691275,1327
"550",0,219.8182,-0.33186974,0.262552702,1799
"551",0,1394.7763,-0.594803759,0.592071244,1921
"552",0,2035.2731,-0.673195876,0.588842975,2770
"553",0,2527.4349,-0.788652864,0.844615824,1448
"554",0,2253.7395,-0.700791177,0.658431278,2653
"555",0,2649.03115,-0.7744,0.80920037,1647
"556",0,2472.0889,-0.752571738,0.726924713,1517
"557",0,2645.9456,-0.771875,0.799287411,1689
"558",0,-27.11485,-0.06855792,-0.155080214,55
"559",0,-38.82145,-0.110609481,-0.171270718,52
"560",0,-24.58985,-0.118721461,-0.050691244,48
"561",0,-30.17135,0.005235602,-0.179487179,45
"562",0,-53.8984,-0.049180328,-0.123152709,51
"563",0,2194.88835,-0.767306088,0.648606466,2048
"564",0,434.90205,-0.513579643,0.372781065,2702
"565",0,2408.8641,-0.778757515,0.47595004,2684
"566",0,2179.27705,-0.752877044,0.820251177,1209
"567",1,602.4147,-0.5830721,0.368162262,213.5
"568",1,877.7181,-0.59429477,0.509234828,331.5
"569",0,-18.4302,-0.084745763,-0.106060606,45
"570",0,-35.8124,-0.088584475,-0.164658635,63
"571",0,1627.12105,-0.775711795,0.817417207,1344
"572",0,292.9416,-0.271391847,0.048648649,148
"573",0,1490.9959,-0.645313318,0.644532106,1128
"574",0,1048.1425,-0.63902439,0.540690506,1013
"575",0,-9.8989,-0.26958468,0.159726538,2877.5
"576",0,147.1974,-0.335356919,0.218788125,3632
"577",0,1187.70215,-0.603473227,0.496896678,2238
"578",0,305.0315,-0.235615558,0.006189213,161.5
"579",0,1645.71625,-0.641927228,0.650457135,2246.5
"580",0,110.001,-0.256189995,0.21582452,851
"581",0,1067.45955,-0.320908561,0.258025193,1624.5
"582",0,441.0438,-0.181274199,-0.28852459,64
"583",1,1596.5119,-0.531685138,0.602077922,1110
"584",1,1242.70515,-0.456320837,0.595476294,435
"585",1,1879.6294,-0.628411393,0.727211796,1121
"586",1,863.5092,-0.577509196,0.740344346,821
"587",1,336.2926,-0.473520249,0.545454545,255
"588",1,948.9629,-0.583395383,0.709382151,621
"589",1,1554.08015,-0.616273833,0.51590106,300
"590",1,1563.89355,-0.597736002,0.443375278,191.5
"591",0,1939.36085,-0.623610579,0.646867372,1704.5
"592",1,1641.7679,-0.711152882,0.54539341,586.5
"593",1,1494.8623,-0.675703151,0.611521418,418
"594",1,2122.1722,-0.701380176,0.702359347,490.5
"595",0,1407.7284,-0.531449045,0.70307603,2166.5
"596",0,1750.8784,-0.670035866,0.56751164,2031.5
"597",0,-7.9356,0.023489933,-0.297058824,101
"598",1,1195.5908,-0.713854773,0.614823815,1033
"599",1,1618.585,-0.723007712,0.557330827,1333.5
"600",1,2174.8861,-0.719623972,0.689069237,2076.5
"601",1,1806.2662,-0.723657744,0.650744735,1316.5
"602",1,1974.8006,-0.737014373,0.637561223,1407.5
"603",1,2102.2515,-0.761085973,0.745579721,1554.5
"604",1,1608.7001,-0.699452697,0.728716165,1756.5
"605",1,1798.7097,-0.720965538,0.652402666,1494.5
"606",1,2347.6689,-0.714688933,0.697879626,1861.5
"607",1,1969.0164,-0.758001123,0.616915423,1485
"608",1,1779.8483,-0.756486402,0.620595334,1433.5
"609",1,989.2819,-0.669715447,0.52055993,640.5
"610",1,1835.3659,-0.733483589,0.617029119,1349
"611",1,1865.2707,-0.718425369,0.618506175,1341
"612",1,1504.1239,-0.660938352,0.64850686,1130.5
"613",1,1580.7105,-0.675834682,0.661645929,966
"614",1,2220.1397,-0.730493059,0.656576981,1095.5
"615",1,1681.1337,-0.714047982,0.689445314,1175
"616",1,1641.3318,-0.702260559,0.640566038,975.5
"617",1,1701.4651,-0.729721166,0.61307378,983.5
"618",1,1812.4864,-0.748731313,0.617160368,1172
"619",1,1715.9938,-0.674682875,0.6321882,1156.5
"620",1,1413.9423,-0.667400189,0.554399834,1264
"621",1,1990.6346,-0.750409165,0.655125129,1481
"622",1,1680.23,-0.662752865,0.567464447,1449.5
"623",1,1817.12,-0.731092437,0.651372697,1382.5
"624",1,1742.9213,-0.702881237,0.613234965,1016
"625",1,2155.7536,-0.771225484,0.655668203,1442.5
"626",1,1787.8104,-0.692331768,0.668658857,871
"627",1,1814.993,-0.730135799,0.626302083,988.5
"628",1,1795.3389,-0.717130899,0.618778861,806.5
"629",1,1311.5578,-0.665204185,0.580741765,909
"630",1,1595.2183,-0.637660884,0.625711035,1173.5
"631",1,1751.9098,-0.683763028,0.594317015,1457
"632",0,1686.9353,-0.574216572,0.400514265,2580
"633",1,2244.3235,-0.667830642,0.686650451,1200.5
"634",0,3301.135,-0.784005712,0.517339803,2141
"635",0,2650.8342,-0.789887402,0.453072724,2122
"636",0,1916.2234,-0.706896552,0.539433315,2047.5
"637",0,1535.0809,-0.658145981,0.528996283,1932
"638",0,2076.7475,-0.714320447,0.504874011,2070
"639",0,1947.7422,-0.624911821,0.608029801,2721.5
"640",0,2362.6821,-0.76432455,0.744855031,2414
"641",0,2658.8906,-0.775161031,0.81046892,2050
"642",1,1349.6862,-0.625433125,0.429845626,841.5
"643",1,2399.9468,-0.626071638,0.336166195,270.5
"644",1,1391.7504,-0.583177887,0.162634409,121.5
"645",1,1617.0822,-0.692676056,0.683943089,1242.5
"646",1,1768.4789,-0.709921671,0.687575758,1338.5
"647",1,1877.7127,-0.741208418,0.699186992,1304.5
"648",1,1939.5315,-0.740082079,0.515468227,1680
"649",1,1600.8615,-0.69369645,0.553015873,1385.5
"650",1,2705.2611,-0.758061286,0.669417645,2599.5
"651",1,3093.9964,-0.774887082,0.730518473,2551
"652",1,2825.7617,-0.770619057,0.725905427,2273.5
"653",1,2332.1902,-0.738122301,0.652671291,2622
"654",0,2259.9207,-0.759942155,0.646780862,1324
"655",0,2488.7831,-0.776414451,0.686030037,1215
"656",0,2483.0194,-0.777575758,0.680164722,1512
"657",0,2384.4883,-0.786569149,0.649155722,1166
"658",0,2869.1395,-0.83457052,0.527346388,2048.5
"659",0,1985.1489,-0.729971106,0.40144435,2097
"660",0,1961.1166,-0.655924641,0.651896981,2527.5
"661",0,1846.1236,-0.610543058,0.301129235,2678
"662",0,1756.2204,-0.592167454,0.389670014,3008.5
"663",0,-283.2526,0.284382284,-0.435950413,57
"664",0,921.983,-0.649759744,0.459157031,838
"665",0,3482.9545,-0.813881748,0.485004143,2198
"666",0,-125.3565,0.390825688,-0.13323124,81.5
"667",0,1947.9956,-0.70960602,0.632054176,1094
"668",0,1178.704,-0.447046187,0.656354731,2381.5
"669",0,2633.0071,-0.789386401,0.707988981,1676.5
"670",0,2292.3328,-0.767931144,0.674952199,1349
"671",0,1660.1443,-0.718712753,0.675717611,1874.5
"672",0,2331.6813,-0.720255113,0.721329046,2940
"673",0,1810.2617,-0.673716012,0.499152934,2312
"674",1,1684.0226,-0.737340738,0.581673307,1288
"675",1,389.4675,-0.337471783,0.191489362,82
"676",1,609.1304,-0.314333613,0.154385965,90
"677",1,2349.2008,-0.755946717,0.712253476,502.5
"678",1,2380.147,-0.747275678,0.635866865,952.5
"679",1,2500.2433,-0.749180686,0.63464837,437.5
"680",1,2400.2676,-0.741775575,0.633874239,295.5
"681",1,910.7501,-0.555919258,0.612538541,327.5
"682",0,-64.6816,0.08863026,-0.029271613,39.5
"683",0,2797.6008,-0.748953975,0.246302504,2733.5
"684",0,3103.4316,-0.763225172,0.810246236,2146.5
"685",0,1222.2584,-0.628666465,0.687255668,2392.5
"686",0,-270.5675,0.359903382,-0.005805515,263
"687",0,-41.16325,0.111954459,-0.272727273,52.5
"688",0,367.8787,-0.354614851,0.33611691,393
"689",0,126.6541,-0.059980334,0.047169811,55.5
"690",0,-43.2504,-0.268892398,0.122518501,2557.5
"691",0,921.9452,-0.494549058,0.437659033,2674
"692",0,1577.8939,-0.454030646,0.469916557,2359
"693",0,2019.2849,-0.711510791,0.634778276,1522.5
"694",0,1330.4862,-0.389221557,0.791059049,2047.5
"695",0,351.0941,-0.35243553,0.348328647,634.5
"696",0,812.2031,-0.566854991,0.501421801,649
"697",0,-188.8412,0.370611183,-0.48441247,40
"698",0,-249.8024,0.482093664,-0.458874459,40
"699",0,1572.168,-0.757445141,0.812285012,1205
"700",0,-223.37695,-0.183039242,0.085876143,2552
"701",0,2399.1376,-0.765339074,0.798324542,1427
"702",1,885.66325,-0.529843893,0.499417928,366
"703",1,1666.4716,-0.682556591,0.629721876,1342
"704",1,1117.9572,-0.592184725,0.563870968,589
"705",1,665.0889,-0.503529412,0.410194175,301
"706",1,1399.9616,-0.659535452,0.568518519,1091
"707",1,1117.3376,-0.641703377,0.679914071,605
"708",0,2153.39685,-0.705679862,0.657593123,1808
"709",0,1349.6521,-0.61614451,0.596947428,2413
"710",0,2309.46205,-0.763594734,0.830419004,1293
"711",0,2180.0598,-0.730232558,0.679389313,1606
"712",0,2316.1507,-0.712320574,0.664632188,1792
"713",1,1382.75795,-0.56391478,0.613951266,782
"714",1,1216.4861,-0.52810768,0.494294294,521
"715",1,1144.0863,-0.533799534,0.530285714,628
"716",1,1071.5437,-0.488977232,0.528104575,511
"717",1,404.7427,-0.656229001,0.769331586,1166
"718",1,545.097,-0.665196985,0.782630438,1224
"719",1,344.6669,-0.657197749,0.750421017,1126.5
"720",1,398.6258,-0.649824068,0.774483854,1141
"721",1,619.266,-0.561032864,0.485532816,551.5
"722",1,459.1953,-0.538461538,0.523591388,446.5
"723",1,709.3096,-0.575471698,0.52485257,494
"724",1,625.4258,-0.563338301,0.504888889,451.5
"725",1,728.8225,-0.569832402,0.526474387,480.5
"726",1,561.6998,-0.590136986,0.572885818,588.5
"727",1,438.5659,-0.541666667,0.443357783,497.5
"728",1,139.4899,-0.462721893,0.435820896,244.5
"729",1,413.8978,-0.591293833,0.612032395,535
"730",1,612.4281,-0.49939976,0.433716237,811.5
"731",1,833.8598,-0.612933458,0.625062909,904.5
"732",0,-22.8744,0.243902439,-0.21319797,40
"733",1,771.1318,-0.595259799,0.483371298,1813
"734",0,853.0413,-0.104166667,0.040268456,56
"735",1,320.0812,-0.497822932,0.487525988,292
"736",1,640.8225,-0.390691114,0.259328358,218
"737",1,392.755,-0.490888383,0.451321728,654.5
"738",1,551.3607,-0.499328859,0.460160122,604.5
"739",1,247.6694,-0.39637827,0.355644356,416
"740",1,657.7333,-0.429319372,0.404470079,339
"741",0,1288.0589,-0.449144914,0.463473054,583
"742",0,-56.9847,0.36036036,-0.178947368,25.5
"743",0,-42.0349,0.378378378,-0.205574913,21
"744",1,1406.8407,-0.543083004,0.488568588,772.5
"745",0,2286.9268,-0.732175172,0.798475868,1347.5
"746",0,1910.9895,-0.743822076,0.800759437,965
"747",0,2385.7897,-0.78012685,0.806363459,1270
"748",1,1085.8928,-0.522498677,0.416666667,878
"749",0,-38.1094,0.302816901,-0.145348837,35
"750",0,-39.7849,0.345864662,-0.171779141,37
"751",0,-36.1792,0.3671875,-0.188311688,30.5
"752",0,-25.2991,0.233333333,-0.205955335,41
"753",0,-24.0293,0.224,-0.174757282,46.5
"754",0,-25.4863,0.272727273,0.022058824,35.5
"755",1,421.5672,-0.550037622,0.648214286,409
"756",0,587.0567,-0.407527317,0.370133643,1598.5
"757",1,474.8568,-0.524312896,0.551584626,477.5
"758",1,266.2328,-0.535664336,0.544358312,432.5
"759",1,469.9903,-0.570327553,0.606994665,642
"760",1,561.7691,-0.566666667,0.612592355,644.5
"761",1,544.6679,-0.579492491,0.621221468,596.5
"762",1,279.1848,-0.4617206,0.511627907,351
"763",1,26.236,-0.385199241,0.48348745,275.5
"764",0,-14.2243,0.301435407,0.034482759,33
"765",0,-26.1677,0.330049261,-0.020242915,27.5
"766",0,-30.3954,0.292035398,-0.0234375,34.5
"767",1,575.8549,-0.461593683,0.351032448,504
"768",1,399.088,-0.435054773,0.315547378,407
"769",1,570.9312,-0.420890937,0.301601831,431.5
"770",1,530.3824,-0.431432974,0.318398475,384
"771",1,649.9399,-0.46917586,0.359516616,520
"772",1,30.4324,-0.566410981,0.413369714,1497.5
"773",1,32.9768,-0.556677375,0.394249201,1417.5
"774",1,13.7798,-0.569986836,0.403752039,1450
"775",1,29.6019,-0.581030928,0.4322685,1463.5
"776",1,1233.2126,-0.509433962,0.406372763,921.5
"777",1,663.5629,-0.516365413,0.438548998,791.5
"778",1,691.0755,-0.503883052,0.391412261,952.5
"779",1,623.009,-0.481481481,0.427872861,594.5
"780",1,224.4893,-0.527239151,0.585071995,593.5
"781",0,104.90265,0.244161359,-0.136690647,31
"782",0,-976.5485,-0.809769966,0.827136781,1664.5
"783",0,1932.4606,-0.805986104,0.828975265,1680.5
"784",0,-1116.4499,-0.809911055,0.819606765,1648.5
"785",0,22.16955,0.365735115,-0.317460317,18
"786",0,25.6767,0.401398601,-0.28358209,22
"787",0,18.37835,0.388816645,-0.36,18
"788",0,31.02025,0.603305785,-0.4,21
"789",0,-15.8513,0.531400966,-0.432624113,28
"790",0,18.46055,0.715524718,-0.470588235,33
"791",0,170.77855,0.224199288,-0.089552239,31
"792",0,1839.3426,-0.746010857,0.759579264,1673
"793",0,1492.2701,-0.595938737,0.547130435,1707
"794",1,1777.4857,-0.610291595,0.696455317,807
"795",1,990.75,-0.552288954,0.637019231,319
"796",1,1517.76525,-0.566853747,0.636536632,388
"797",1,1465.652,-0.620286659,0.688860435,651
"798",1,1268.89365,-0.627527613,0.702838063,631.5
"799",1,594.77985,-0.58449677,0.661417323,524
"800",1,484.9489,0.180265655,-0.297124601,64
"801",1,468.78565,0.096188748,-0.155555556,95
"802",0,1001.749,-0.493444196,0.452090032,2320
"803",0,2133.06635,-0.749564004,0.784048157,1348
"804",0,1240.1238,-0.607661415,0.577255871,2909
"805",0,-318.5911,0.38245614,-0.170068027,44
"806",1,707.4889,-0.530351981,0.380843413,1568
"807",1,424.28505,-0.545266068,0.407616361,1019
"808",1,313.81385,-0.544106167,0.403385873,896
"809",0,-60.9559,0.701042874,-0.537444934,76
"810",0,1449.25165,-0.577041761,0.59132321,1623
"811",1,579.94315,-0.536204627,0.436090226,821
"812",1,801.75035,-0.579781538,0.44587156,793
"813",1,676.1882,-0.540830355,0.342440801,496
"814",1,758.30285,-0.582635522,0.512655087,1014
"815",1,491.9682,-0.37037037,0.342070773,342
"816",0,-133.33565,0.818467996,-0.805774278,38
"817",0,-21.7657,0.526908636,-0.572519084,38
"818",0,2256.43045,-0.763348617,0.756217378,1419
"819",0,668.91505,-0.464320626,0.323561947,3337
"820",0,1307.30265,-0.671822305,0.49854843,2416
"821",0,1554.47105,-0.736075206,0.746396156,2396
"822",0,2739.43605,-0.500288517,0.621116663,1277
"823",0,2554.4881,-0.589609027,0.665570175,2062
"824",0,169.71565,-0.129616725,0.055153203,2206.5
"825",0,392.7717,0.441666667,-0.491891892,32
"826",0,2536.131,-0.762416605,0.809143364,1092
"827",0,1287.8296,-0.540452065,0.280821918,2754
"828",0,768.0518,-0.340655683,0.225900116,3669
"829",0,1752.90795,-0.588093323,0.460645812,3214
"830",0,2043.8956,-0.642388246,0.538795779,2480
"831",0,2373.4709,-0.754671778,0.695063985,1456
"832",1,2155.0139,-0.628423674,0.686531585,535
"833",1,1178.90375,-0.654018291,0.707729469,640
"834",0,1893.9445,-0.735029266,0.797758168,2482
"835",0,923.3582,-0.399899523,0.371250707,2922
"836",1,1098.02305,-0.600084282,0.670811997,454
"837",0,1770.1473,-0.780353635,0.81834947,872
"838",0,1656.17865,-0.460261296,0.457655637,2230
"839",0,168.4146,0.368782161,-0.245033113,34
"840",1,816.76835,-0.59551446,0.6985138,667
"841",0,99.8447,0.345991561,-0.089430894,26
"842",0,110.08975,0.351578947,-0.048387097,27
"843",0,-31.54285,-0.013119534,-0.565957447,28
"844",0,-75.2538,-0.101198402,-0.456140351,32
"845",0,225.2387,0.261205564,-0.278571429,43
"846",0,1281.84295,-0.799048997,0.868940754,628
"847",1,658.5759,-0.583104224,0.464026403,842
"848",1,443.3943,-0.663171691,0.734130812,1066
"849",1,260.6454,-0.552583587,0.609684519,518.5
"850",1,218.7067,-0.376425856,0.337092227,509.5
"851",1,23.9477,-0.472,0.445458914,411.5
"852",1,304.1923,-0.436834094,0.382098171,415.5
"853",0,-131.1511,0.508704062,-0.411255411,35
"854",0,-136.5594,0.5,-0.302941176,43.5
"855",0,1733.2649,-0.783881135,0.839172349,675
"856",0,2152.611,-0.562159215,0.551588417,2239.5
"857",0,2683.5744,-0.696714406,0.656302996,1847
"858",0,-308.6359,0.520352035,-0.405882353,75
"859",0,2439.1342,-0.729134665,0.724417692,1991
"860",0,2748.3463,-0.789158431,0.75704698,1474
"861",0,928.1884,-0.510550836,0.454570948,2306.5
"862",1,119.7839,-0.600212089,0.695494903,581.5
"863",1,48.4109,-0.592282958,0.681575708,442.5
"864",1,69.0116,-0.588104089,0.675010607,411.5
"865",1,395.4869,-0.568818514,0.603131115,508
"866",1,882.0819,-0.48098434,0.403672097,971
"867",1,734.3077,-0.498171178,0.415793509,954
"868",0,-44.1622,-0.243887895,0.18488838,2109
"869",0,1989.9861,-0.753225273,0.855525606,1219.5
"870",0,1467.8592,-0.677074423,0.659207876,2761
"871",0,1699.8379,-0.608452757,0.660096032,2697.5
"872",0,1511.3959,-0.601274224,0.566094304,2192
"873",0,3019.7312,-0.745516652,0.741824044,2469.5
"874",0,2615.7682,-0.682781457,0.640322975,2513
"875",0,2115.2749,-0.675505509,0.285479452,1988
"876",0,1411.3731,-0.707618668,0.546768707,1534
"877",0,2292.6184,-0.742783331,0.58345087,2406
"878",0,-47.9752,0.418530351,-0.115646259,33.5
"879",0,-406.8324,0.690288714,-0.676355067,32.5
"880",0,2421.4221,-0.732225115,0.835808231,2159
"881",0,-99.3575,0.359735974,-0.238095238,24
"882",0,-102.1894,0.3696,-0.299145299,25
"883",0,-49.0929,0.078853047,-0.238709677,30
"884",0,-42.398,0.063380282,-0.202614379,36
"885",0,-77.2641,0.352445194,-0.274193548,27
"886",0,-445.4544,0.703514377,-0.797894737,18
"887",0,-128.7161,0.539408867,-0.333333333,19
"888",0,-62.2086,0.25093633,-0.153153153,29
"889",0,-95.2493,0.292207792,-0.323943662,30
"890",1,320.4039,-0.370768618,0.292639929,1488.5
"891",1,821.7521,-0.281074058,0.253804834,1450.5
"892",1,459.3241,-0.292775665,0.263541193,1429.5
"893",1,450.5215,-0.377210216,0.374513454,1872.5
"894",0,-96.9556,0.227197347,-0.460957179,52
"895",0,901.7286,-0.525534442,0.48577962,2611
"896",0,1710.3691,-0.64535316,0.600989283,1636
"897",0,2588.6163,-0.821089224,0.26602947,2310.5
"898",0,206.4223,-0.249682607,0.0053187,1907.5
"899",0,-250.6071,-0.144521849,0.164900173,3193
"900",0,2402.1331,-0.78238342,0.667054715,1477.5
"901",0,18.2183,0.047841307,0.075342466,72.5
"902",0,1693.7556,-0.700831025,0.514485833,2389.5
"903",0,-18.6689,0.062770563,0.036206897,57
"904",0,1693.112,-0.700869565,0.656304985,1325.5
"905",0,1126.5024,-0.409183109,0.288388152,3597.5
"906",0,286.4772,-0.263307599,0.295629203,2593
"907",0,799.8912,-0.460809647,0.437684767,2036
"908",0,1805.7222,-0.677261614,0.711381106,2476
"909",0,3408.1598,-0.809156288,0.391804851,2733.5
"910",0,2599.688,-0.792554437,0.472009666,1942.5
"911",0,-128.1584,0.024875622,-0.242957746,67.5
"912",1,1412.64245,-0.685098407,0.294390716,2192
"913",1,1444.2454,-0.686413204,0.281476998,2903
"914",1,1485.72965,-0.708767627,0.286210892,2892
"915",1,1497.93175,-0.716548798,0.284468665,2934
"916",1,1550.5674,-0.721198157,0.311503912,2944
"917",1,1317.13945,-0.709432598,0.308120133,2062
"918",1,1108.2442,-0.667049369,0.269241456,2959
"919",1,1179.79585,-0.670613563,0.286351472,2977
"920",0,1208.5935,-0.547398659,0.517596567,1265
"921",0,1444.34055,-0.633911368,0.504879636,2050
"922",1,1429.21845,-0.734932155,0.335350479,1731
"923",1,2440.97395,-0.824222035,0.329867129,1759
"924",1,866.74525,-0.641187618,0.221993127,716
"925",1,1087.88095,-0.629732225,0.468214483,1293
"926",1,2027.6621,-0.762861342,0.485940594,1943
"927",1,474.3016,-0.205731832,-0.354716981,205
"928",1,171.838,-0.033816425,-0.522673031,45
"929",1,1082.8452,-0.614704514,-0.472485769,41
"930",1,498.52495,-0.215577191,-0.457142857,62
"931",1,1738.0129,-0.598197721,-0.404580153,78
"932",1,1735.6038,-0.615048544,0.255014327,906
"933",1,952.83125,-0.578318395,0.216145833,625
"934",1,358.0953,-0.365439093,-0.194805195,60
"935",1,1265.336,-0.544814341,0.141129032,289
"936",1,1605.74905,-0.564794554,-0.186666667,57
"937",1,990.11645,-0.487949427,0.278008299,70
"938",1,1590.69805,-0.556218905,-0.117021277,71
"939",1,878.471,-0.441671503,-0.148387097,62
"940",1,812.11285,-0.552224371,0.265151515,72
"941",1,956.8036,-0.553831232,-0.13368984,70
"942",1,1609.6206,-0.60041841,0.407147042,869
"943",1,1458.71755,-0.580733443,-0.092783505,104
"944",1,415.4916,-0.426244344,0.418032787,346
"945",1,1354.6159,-0.601224906,0.31824417,1157
"946",1,1275.1028,-0.577031691,-0.248120301,76
"947",0,553.07645,-0.394319131,0.268845897,1188
"948",1,1328.1128,-0.625272331,-0.132467532,76
"949",1,1530.11425,-0.628914252,0.135638298,295
"950",1,1610.14805,-0.64171123,0.074484945,227
"951",1,1628.33615,-0.750361167,0.276404494,1654
"952",1,1671.4715,-0.75926921,0.273081418,1553
"953",1,2385.91015,-0.810969823,0.273489347,1916
"954",0,390.5548,-0.205926369,0.031126872,4493
"955",0,1641.5026,-0.73517559,0.493553719,2353
"956",0,734.3477,-0.536423841,0.728303748,2291
"957",0,1446.44535,-0.586997369,0.472868217,2949
"958",0,294.5298,-0.440384615,0.231647014,2170
"959",0,45.08965,-0.14084507,0.082202713,775
"960",0,784.4903,-0.59959142,0.229456668,1629
"961",0,1715.2488,-0.734226009,0.502490478,2409
"962",0,286.12625,-0.038216561,-0.49034749,99
"963",1,44.6936,-0.362514029,0.212230216,357
"964",1,1424.63585,-0.681405209,0.491452152,1606
"965",1,798.3579,-0.500835655,0.464561639,697
"966",1,1084.4231,-0.541084214,0.532071504,1307.5
"967",1,1697.9554,-0.571458464,-0.483253589,51
"968",1,1641.63045,-0.60030128,-0.496453901,75
"969",1,1814.67265,-0.735117422,0.337037037,1775
"970",1,2755.52805,-0.816366554,0.303272147,2912
"971",1,1719.3554,-0.649286768,-0.247474747,200
"972",1,1724.21595,-0.65677547,-0.296636086,162
"973",1,2222.3102,-0.704771178,-0.526315789,53
"974",1,1989.2101,-0.679120879,-0.589519651,53
"975",1,2425.51215,-0.722943723,-0.541463415,45
"976",1,2994.2373,-0.820149145,0.342565117,2844
"977",1,2666.57395,-0.775567711,0.336222463,2324
"978",1,1779.68785,-0.719125214,0.347843292,1848
"979",1,2923.61215,-0.802537063,0.327608983,2606
"980",1,3095.49255,-0.809992759,0.340682788,2549
"981",1,2678.07305,-0.787807343,0.299861815,1753
"982",1,2801.8566,-0.825844653,0.325301205,2785
"983",1,2577.0636,-0.79176082,0.343336906,2873
"984",1,2604.04925,-0.836460177,0.326370757,2346
"985",1,2908.22765,-0.801752276,0.341206242,2578
"986",1,2789.85035,-0.829479259,0.306486101,2893
"987",1,3022.9911,-0.829062601,0.321670832,3060
"988",1,2867.7314,-0.825294748,0.502192982,2466
"989",1,2870.5209,-0.837094858,0.288467615,3199
"990",1,1437.69105,-0.594936709,0.345407503,1639
"991",1,2878.29315,-0.824015557,0.324460432,2596
"992",1,3000.7496,-0.819123742,0.301617507,2457
"993",1,1733.31435,-0.665143132,-0.184466019,34
"994",1,2565.5369,-0.765762395,-0.223097113,27
"995",1,2730.42725,-0.775296581,-0.174358974,32
"996",1,2623.9977,-0.772142595,-0.198895028,35
"997",1,2085.03945,-0.695306285,-0.17989418,30
"998",1,1593.6663,-0.684103606,0.307692308,1376
"999",1,2220.7871,-0.778013133,0.314851485,2406
"1000",1,1087.3801,-0.526442308,0.32132964,810
"1001",1,857.43505,-0.484907498,-0.04467354,73
"1002",1,1548.701,-0.630495553,-0.090909091,63
"1003",1,1435.88405,-0.641498559,-0.156521739,40
"1004",1,1817.7393,-0.671219972,-0.151785714,37
"1005",1,1723.80665,-0.683146681,-0.096296296,44
"1006",1,1724.97245,-0.653770813,-0.092783505,49
"1007",1,2069.459,-0.728549142,-0.063432836,64
"1008",1,1817.3661,-0.671918443,0.099183197,200
"1009",1,2152.5782,-0.697489284,-0.178329571,49
"1010",1,1598.0441,-0.627004656,-0.157384988,42
"1011",1,2056.64535,-0.708492904,0.070336391,244
"1012",1,2085.9392,-0.68641115,-0.113636364,109
"1013",1,1354.0366,-0.639773742,-0.218085106,36
"1014",1,1700.37895,-0.656347492,-0.12749004,53
"1015",1,1181.6542,-0.60626703,-0.181818182,50
"1016",1,1068.0378,-0.584555985,-0.128205128,55
"1017",1,970.27685,-0.563208736,-0.141747573,39
"1018",1,1781.51375,-0.662683202,0.048818898,159
"1019",1,1674.9639,-0.671439337,0.046822742,157
"1020",1,1225.20015,-0.566573121,-0.069662921,125
"1021",0,1823.11275,-0.800852383,0.482173763,2225
"1022",0,1612.90555,-0.719380756,0.666837519,2304
"1023",0,1044.8095,-0.662667282,0.41892303,2296
"1024",0,1515.9964,-0.733304329,0.670232387,1641
"1025",0,1980.91965,-0.861567745,0.30643699,2013
"1026",0,-4.16885,0.155279503,-0.120808941,828
"1027",0,-467.21485,0.807423346,-0.552971576,229
"1028",0,-129.85425,-0.172057303,0.058648111,3493
"1029",0,778.339,-0.433962264,0.347912525,2376
"1030",0,494.0537,-0.291863969,0.200933489,3218
"1031",1,1200.2421,-0.492173913,0.166866747,523
"1032",1,2870.0039,-0.798690671,0.313543599,2037
"1033",1,2773.9784,-0.816980828,0.279271466,1515
"1034",1,2750.404,-0.836436996,0.285768791,1792
"1035",1,2277.3604,-0.770409234,0.325227964,2203
"1036",1,2052.0461,-0.809157368,0.29787234,2569
"1037",1,2224.6505,-0.808318264,0.312380222,2478
"1038",1,2007.2367,-0.702224053,0.295217152,1359
"1039",1,749.74455,-0.639143731,0.161490683,480
"1040",1,838.95585,-0.678026906,0.145695364,542
"1041",1,936.10075,-0.739799846,0.212740385,857
