"","response_var","TCG_15_T1","mndwi_15_T2","ndvi_15_T3","swir1_15_T3"
"472",0,2555.98,-0.788042305,0.436417406,2121
"473",0,3063.9095,-0.849511979,0.207191781,2274
"474",0,229.8235,-0.210471204,0.104980843,1773
"475",0,-72.7981,0.065198984,-0.103603604,210
"476",0,1915.1812,-0.70663895,0.481690141,1922.5
"477",0,440.3886,-0.250068927,0.068340307,78.5
"478",0,738.51375,-0.345761207,0.38101983,253.5
"479",0,2196.5509,-0.566682951,0.640007423,1592
"480",0,709.912,-0.524702306,0.79094236,701
"481",0,-71.22095,-0.37213254,0.199722607,459
"482",1,1185.2576,-0.508509899,0.369491525,160.5
"483",1,1117.77545,-0.519762479,0.389396709,358
"484",1,1113.9439,-0.601476015,0.691926696,948
"485",1,1021.3468,-0.584184807,0.655969191,797
"486",1,1834.0547,-0.648898216,0.723308271,1739
"487",1,1413.26265,-0.61735494,0.645669291,1194
"488",1,1229.9677,-0.588135112,0.622279129,734
"489",1,1470.92835,-0.625393494,0.603869654,870
"490",1,1860.94405,-0.621315193,0.623197903,1775
"491",1,1222.3818,-0.591513437,0.672820513,952
"492",1,2419.51795,-0.688325636,0.748753265,1920
"493",1,1030.42355,-0.523841618,0.629335976,192
"494",0,923.0967,-0.481118881,0.43412844,1531
"495",0,406.8604,-0.348806366,0.281828074,1643
"496",0,569.3217,-0.448081661,0.354485777,1738
"497",0,2064.8193,-0.758459743,0.833964864,1151
"498",0,663.4627,-0.440990039,0.317295189,1919
"499",0,1522.63535,-0.544113842,0.472256473,2655
"500",0,2218.48135,-0.658677447,0.722642808,1819
"501",0,1997.03455,-0.747417355,0.714604236,1897
"502",0,1087.34045,-0.596425912,0.742381146,1278
"503",0,1040.3216,-0.439503619,0.534516765,1207
"504",0,538.2685,-0.332765232,-0.025,532
"505",0,35.94515,-0.079279279,0.113801453,684
"506",0,455.77805,-0.390134529,0.403773585,873
"507",0,76.26285,-0.253225806,0.225268176,499
"508",0,2439.44295,-0.764239161,0.815626022,1510
"509",0,1651.1835,-0.682367919,0.696947133,1342
"510",0,2114.1859,-0.678154825,0.685760171,2235
"511",0,29.89385,-0.127737226,0.078014184,65
"512",0,1784.61345,-0.680071492,0.665500795,1418
"513",1,1105.71535,-0.662808883,0.443337484,947
"514",1,1134.66985,-0.674722404,0.438101347,964
"515",1,1119.27905,-0.673536147,0.460893855,812
"516",1,1240.13375,-0.661664393,0.515495868,1078
"517",1,1012.44055,-0.652234153,0.497441146,928
"518",1,1064.12375,-0.632653061,0.553932584,761
"519",1,835.399,-0.597915762,0.485893417,667
"520",1,776.54725,-0.599649584,0.484053863,771
"521",1,1160.61085,-0.66501548,0.505856107,924
