1005,TCB_05_T1,TCB_05_T2,TCB_05_T3,TCG_05_T1,TCG_05_T2,TCG_05_T3,TCW_05_T1,TCW_05_T2,TCW_05_T3,blue_05_T1,blue_05_T2,blue_05_T3,green_05_T1,green_05_T2,green_05_T3,mndwi_05_T1,mndwi_05_T2,mndwi_05_T3,ndmi_05_T1,ndmi_05_T2,ndmi_05_T3,ndvi_05_T1,ndvi_05_T2,ndvi_05_T3,ndwi_05_T1,ndwi_05_T2,ndwi_05_T3,nir_05_T1,nir_05_T2,nir_05_T3,red_05_T1,red_05_T2,red_05_T3,swir1_05_T1,swir1_05_T2,swir1_05_T3,swir2_05_T1,swir2_05_T2,swir2_05_T3,.geo
0,3338.8809,3498.5826,3659.0527,2085.3414,2060.0532,1824.3549,-799.5053,-1118.9184,-1332.3899,449,407,495,776,553,758,-0.6581497797,-0.7218309859,-0.6256790123,0.3609328392,0.2377508588,0.1742464776,0.7144158506,0.7218309859,0.6546871073,-0.389817181,-0.5843667794,-0.5066710055,3764,3423,3292,627,671,687,1767.5,2108,2315,834,900,1086,
0,3153.2107,3470.9259,3640.9182,1833.8554,1766.8826,1651.9001,-693.4769,-1388.2611,-1574.9217,478,407,495,795,592,758,-0.6365714286,-0.6816348481,-0.6077619664,0.3613461356,0.152173913,0.1150188408,0.7019253625,0.6816348481,0.638281044,-0.3574459487,-0.5907362599,-0.5297766749,3580,3127,3107,627,715,686,1679.5,2301,2466,727,1083,1266,
0,2659.3359,2719.0927,2750.1689,1849.8222,1841.6946,1430.3776,-483.5184,-619.8188,-849.4224,430,340,430,579,386,558,-0.7151291513,-0.7652782001,-0.6408110718,0.4119076549,0.3483511379,0.2225419664,0.7772113179,0.7652782001,0.6551948052,-0.4298375185,-0.5684740078,-0.487838458,3486,2903,2549,437,476,531,1452,1403,1621,619,580,726,
0,2450.3624,3567.4073,3766.4913,1550.8466,2113.1693,2007.8515,-565.2238,-1296.8062,-1429.1035,470,358,497,678.5,513,692,-0.6476239938,-0.7429215735,-0.6681055156,0.3537443994,0.2171478565,0.170058873,0.7049576784,0.7429215735,0.6842615012,-0.3812129503,-0.6269090909,-0.561886673,3172.5,3478,3478,549,665,652,1514.5,2237,2467,672.5,1037,1084,
1,1692.58695,1337.3753,1089.2801,585.61025,468.0118,356.6253,-248.4978,-200.16705,-250.2399,422,344.5,314,564,362.5,315,-0.4288607595,-0.504612231,-0.4670050761,0.2874087591,0.3249097473,0.2647702407,0.486045287,0.504612231,0.4987035436,-0.16133829,-0.2149431511,-0.2307692308,1411,1101,867,488,437.5,290,781,561,504,431,336.5,342,
1,1780.1359,1512.9642,688.4211,632.5276,454.6349,90.6746,-220.847,-137.3358,-80.9819,439.5,449,266,540,456,290,-0.4458696768,-0.4486094317,-0.2140921409,0.3522072937,0.3460674157,0.2307692308,0.4631360332,0.4486094317,0.3099415205,-0.1111111111,-0.1213872832,0.01754385965,1409,1198,448,517,542,236,675,582,280,406.5,323,167,
1,1802.7138,1588.41765,1355.6819,944.74595,767.764,625.2897,-244.469,-228.02645,-257.2467,260,281.5,276,467,387,313,-0.52004111,-0.5859855576,-0.5966494845,0.3841834347,0.3881086142,0.3713337023,0.6163934426,0.5859855576,0.5693476884,-0.1697777778,-0.2561268621,-0.2894438138,1479,1482.5,1239,351,418.5,340,658,653.5,568,361,381.5,402,
1,1749.58585,1149.1388,792.9832,710.92585,505.54685,352.3928,-134.62565,9.51635,-26.7525,335,264,209,579,326,215,-0.3439093484,-0.5282199711,-0.5440084836,0.3969375736,0.4831460674,0.4444444444,0.4306393245,0.5282199711,0.5182481752,0.06141154904,-0.06051873199,-0.1313131313,1186,1056,728,472,380.5,231,512,368,280,361,155,121,
1,1649.3027,1312.9057,989.2356,708.4735,547.8835,382.3157,-188.80405,-25.00275,-9.6854,280,304,276,468,363,363,-0.3504510756,-0.5281117972,-0.4087947883,0.3781869688,0.4489984592,0.4710884354,0.4686792453,0.5281117972,0.5228873239,0.03197353914,-0.1037037037,0.07715133531,973,1175.5,865,352,456,271,439,447,311,292,200.5,167,
1,1199.23275,900.846,672.491,422.71415,318.72545,198.724,-89.7425,63.38695,16.1377,240,248,310,354,286.5,264,-0.3172613308,-0.4586679263,-0.3424657534,0.3995901639,0.4997571637,0.4297082228,0.401025641,0.4586679263,0.4767123288,0.0942812983,0.05330882353,0.1022964509,683,772,539,292,356.5,191,293,257.5,215,223,87,75,
1,2386.55795,2636.9367,2519.5406,1645.34085,1290.64705,868.551,-446.46055,-883.3515,-1047.759,277,304,393,430,549.5,561,-0.6575069693,-0.6242735043,-0.5508406725,0.4195088677,0.2069096914,0.06253428415,0.7538980194,0.6242735043,0.4934464148,-0.3286494926,-0.4792703151,-0.5057268722,2081,2375.5,1937,292,562.5,657,851,1561,1709,463,807.5,856,
1,2105.49495,1685.06095,1189.7066,1087.83805,726.0073,437.527,-222.80525,-160.4732,-90.6511,279,322,254,542,449.5,412,-0.3994459834,-0.5406234032,-0.4184897671,0.3486385478,0.3858883015,0.3617886179,0.53556231,0.5406234032,0.4833948339,-0.05902777778,-0.1955257271,-0.06681766704,1263,1507.5,1005,382,530,350,610,668,471,326,332,213,
1,2226.8843,1651.1448,1198.3661,1135.47815,616.5025,398.1117,-341.8266,-340.7744,-228.1229,334,291,276,579,449.5,363,-0.4373177843,-0.5048196089,-0.4508320726,0.3228980322,0.246350365,0.2568807339,0.5390218522,0.5048196089,0.4652406417,-0.1332335329,-0.2951783614,-0.2193548387,1479,1366,959,443,501,350,757,826,567,361,403,304,
1,2166.15255,1535.29345,990.6767,1022.24695,572.5447,270.2109,-440.2643,-186.7101,-51.3334,318,310.5,230,581,418.5,363,-0.3819148936,-0.512095599,-0.3603524229,0.3440248319,0.3531559729,0.3847533632,0.5175233645,0.512095599,0.376114082,-0.04362139918,-0.1940298507,0.0283286119,1299,1297,772,413,529.5,350,634,620,343,396,357,213,
1,1217.08955,1464.55705,1143.0598,627.0551,648.3785,304.7936,-196.00455,-259.47875,-157.9362,188,231.5,311,241,390.5,363,-0.4093137255,-0.5392330383,-0.4087947883,0.4465408805,0.3100677881,0.264619883,0.4819587629,0.5392330383,0.3784860558,0.04555314534,-0.2751740139,-0.1616628176,575,1304.5,865,201,385.5,390,220,687,503,119,337.5,258,
1,1587.3129,1271.3629,876.2007,841.1471,554.18825,224.5737,-275.1213,-38.5647,22.9774,207,254,230,354,356,313,-0.3407821229,-0.5289447569,-0.3695871098,0.3886210222,0.4425717853,0.4166666667,0.4678899083,0.5289447569,0.3203883495,0.05514157973,-0.1127725857,0.05564924115,720,1155.5,680,261,418.5,350,317,446.5,280,257,199.5,121,
1,2421.5607,1518.7478,975.0052,1182.4201,576.21935,279.186,-552.04155,-130.75935,5.7199,354,301,257,618,449.5,363,-0.3552425665,-0.4852562267,-0.3603524229,0.3101361573,0.3641861688,0.3847533632,0.5175233645,0.4852562267,0.376114082,-0.05069124424,-0.1470588235,0.0283286119,1299,1297,772,413,502.5,350,684,604.5,343,430,289,121,
1,2435.64475,1503.6756,970.2367,1153.60715,467.87285,163.392,-494.2083,-146.4987,-58.5016,355,313.5,277,581,485,363,-0.3805970149,-0.4253554502,-0.3039309684,0.3776595745,0.343008652,0.3709677419,0.4893617021,0.4253554502,0.2710280374,-0.003430531732,-0.09641360037,0.07555555556,1295,1203,680,444,529,390,585,588.5,312,465,335.5,258,
1,2301.3017,1056.12745,606.0003,1240.33615,370.3579,172.4082,-304.54745,-2.5777,73.8229,339,298.5,245,507,334.5,215,-0.5318559557,-0.4549898167,-0.3926553672,0.3598360656,0.4356913183,0.5286821705,0.6232876712,0.4549898167,0.3637621024,-0.2127329193,-0.02407002188,0.1716621253,1659,893,493,385,367.5,230,781,351,152,325,153,39,
1,2197.7207,1175.6582,654.3441,1206.4663,453.2945,202.5188,-259.7005,-84.5926,8.2113,340,267.5,211,545,335,215,-0.5208791209,-0.50315165,-0.4297082228,0.391234419,0.389307745,0.4910096819,0.6359338061,0.50315165,0.4018205462,-0.1628264209,-0.1415759129,0.07769423559,1730,1013.5,539,385,394.5,230,757,445.5,184,326,221,121,
1,2122.91065,1057.54325,591.0511,1116.4176,407.7199,187.5026,-253.9519,-46.3196,39.6989,321,267.5,245,508,315,213,-0.5150357995,-0.4886363636,-0.3966005666,0.4144385027,0.4113120431,0.5310559006,0.6095334686,0.4886363636,0.4436310395,-0.1278969957,-0.09677419355,0.1703296703,1587,917,493,385,342.5,190,657,382.5,151,326,176,75,
1,2645.12535,2353.4161,2247.1059,1623.21375,1138.09835,776.8625,-540.61425,-683.92335,-806.2319,285,322.5,349,557,480,552,-0.6130600903,-0.6314071799,-0.5212489159,0.3318038428,0.2387755102,0.1122384274,0.7086092715,0.6314071799,0.486440678,-0.3530778165,-0.4623354803,-0.4344262295,2322,2124.5,1754,396,578,606,1165,1305.5,1400,500,671,726,
1,2571.4634,2311.6595,2209.7437,1537.17025,1111.8135,737.6129,-636.50305,-793.40065,-1009.1963,300,279.5,416,556,471.5,463,-0.603847524,-0.6267563823,-0.5640301318,0.2797043775,0.1803561172,0.02215384615,0.6823617339,0.6267563823,0.5011296882,-0.3900164564,-0.5032920727,-0.5487329435,2251,2055,1661,425,515.5,552,1267,1427,1589,602,669.5,770,
1,2577.02555,2358.2881,2212.9864,1491.57895,1055.31895,639.5824,-656.3172,-714.84845,-859.9678,283,301,416,556,552,512,-0.5950473416,-0.5765247411,-0.5183443086,0.2852112676,0.2047486443,0.04941482445,0.6749521989,0.5765247411,0.419525066,-0.373167982,-0.4215352371,-0.4812563323,2190,2055,1614,425,559.5,660,1218,1356.5,1462,568,676,726,
1,2386.6171,1793.5153,1322.9602,1289.54725,795.90705,423.0852,-472.928,-416.89795,-471.3492,338,295.5,248,593,436,350,-0.5569667538,-0.5679960367,-0.4852941176,0.3414869649,0.2705740666,0.1234705228,0.6612196094,0.5679960367,0.4842027921,-0.2660891089,-0.351431759,-0.3848857645,2084,1582.5,1010,425,460,351,1023,908.5,788,499,472,464,
1,1688.5223,1098.9953,782.9434,708.21175,311.70475,49.2515,-268.574,-180.1396,-225.4243,283,289,282,555,343.5,283,-0.3774537297,-0.4217171717,-0.2257181943,0.2838473602,0.2761616925,0.04428904429,0.4857834241,0.4217171717,0.2223738063,-0.1048387097,-0.1647416413,-0.1832611833,1228,844.5,448,425,358.5,285,685,479,410,361,289.5,282,
1,1144.96605,934.5058,639.0403,437.8924,289.65475,76.7549,-269.9611,-211.6594,-136.4276,191,174.5,249,333,278,218,-0.3923357664,-0.4462151394,-0.2933549433,0.2416598861,0.2211942809,0.1006896552,0.5603271984,0.4462151394,0.264659271,-0.1664580726,-0.2496626181,-0.1985294118,763,726,399,215,294,232,466,463,326,293,267.5,167,
1,1060.7842,837.362,508.142,388.84155,239.4638,42.2964,-88.2887,-67.0943,-70.1876,266,233.5,215,296,278,215,-0.4002026342,-0.4043920728,-0.1730769231,0.3669634026,0.3439261917,0.1151736746,0.4764957265,0.4043920728,0.25,-0.03896103896,-0.07023411371,-0.0590809628,691,655.5,305,245,288.5,183,320,320,242,154,173,100,
1,1308.1418,840.7849,518.5274,435.02485,237.2743,79.5498,-161.17435,-82.8008,-37.9111,300,211.5,215,446,273.5,215,-0.3402366864,-0.4105603448,-0.241622575,0.2979942693,0.3432529502,0.3134328358,0.4245283019,0.4105603448,0.3308128544,-0.04700854701,-0.07834877843,0.07769423559,906,654.5,352,366,300.5,177,490,320,184,258,199,121,
1,1858.39515,1385.4544,990.0089,773.539,402.48025,119.9282,-354.78425,-403.33505,-413.3475,322,237,282,521,396,350,-0.4025229358,-0.4473133287,-0.2521367521,0.2353535354,0.1506241331,-0.03776683087,0.4833232262,0.4473133287,0.3378995434,-0.1846635368,-0.3181231167,-0.2871690428,1223,1037,586,426,440.5,290,757,765.5,632,430,437,403,
1,1723.20215,1162.64125,811.4031,724.6843,338.00065,131.1267,-318.19475,-223.0003,-151.0348,336,246,282,555,349.5,283,-0.4012944984,-0.4378769602,-0.312272175,0.2944693572,0.2582688248,0.1777535442,0.5327433628,0.4378769602,0.3090909091,-0.1211401425,-0.2025099829,-0.1424242424,1299,894,540,396,396.5,285,708,527,377,396,332.5,221,
1,1239.8949,1111.02305,823.2905,477.49555,429.6997,173.1307,-269.00845,-219.9374,-161.9036,232,222.5,210,359,316,279,-0.3961312027,-0.4968152866,-0.3549132948,0.2585291888,0.2889955434,0.2602150538,0.4742451155,0.4968152866,0.3502304147,-0.1533018868,-0.2426602756,-0.1043338684,830,940,586,296,291.5,282,489,518.5,344,326,296,281,
1,943.261,785.6489,558.8668,333.3118,227.34285,48.1331,-133.5215,-83.64735,-29.6046,245,213.5,243,322,249,216,-0.3611111111,-0.424610052,-0.2394366197,0.3651741294,0.3519736842,0.28,0.4896851249,0.424610052,0.2075471698,0.004680187207,-0.08539944904,0.04347826087,686,616.5,352,235,272,231,319,295.5,198,224,196,121,
1,1615.1153,1641.8898,1542.0706,669.9115,579.80585,307.8992,-546.08995,-649.7917,-659.1135,245,280.5,279,406,390,415,-0.49154665,-0.533492823,-0.4159042928,0.1246458924,0.1001930916,-0.01997077448,0.5397543633,0.533492823,0.3386560213,-0.3908477119,-0.4577685089,-0.4322845417,1191,1282,1006,356,414,497,927,1048.5,1047,465,579.5,579,
1,685.71595,604.405,518.8696,152.40735,103.80995,-31.6073,-140.56755,-151.25505,-85.2844,190,148.5,243,245,194,214,-0.2772861357,-0.3473507149,-0.09322033898,0.2336182336,0.1418389166,0.09090909091,0.3594976452,0.3473507149,0.05954825462,-0.046692607,-0.2161616162,-0.002331002331,433,400.5,258,204,233,229,269,301,215,154,200,167,
1,999.2144,974.4607,702.0419,367.6069,362.73015,182.5767,-122.4906,-95.16815,-23.1352,193,232,243,283,281,264,-0.3418604651,-0.490942029,-0.3424657534,0.403892944,0.3387555917,0.3715012723,0.4229346486,0.490942029,0.3981841764,0.07196969697,-0.1825454545,0.03326810176,577,823,539,234,316.5,232,245,406.5,247,120,177,121,
1,1079.31345,971.2688,697.8904,413.1493,386.80195,124.1933,-180.2295,-121.1987,0.0141,227,177,210,320,265.5,279,-0.3395252838,-0.5181488203,-0.2762645914,0.3097880928,0.3325368379,0.3315290934,0.421686747,0.5181488203,0.2696774194,-0.0332326284,-0.2242512783,0.0608365019,649,836.5,492,264,316.5,283,342,419,247,223,198.5,100,
1,1677.3469,1520.53135,1107.7449,908.458,762.98585,450.7548,-315.25895,-151.3439,-157.2019,189,251,227,317,367.5,315,-0.4936102236,-0.5924591073,-0.5054945055,0.2111398964,0.3650190114,0.3119015048,0.6023993145,0.5924591073,0.5102362205,-0.3153347732,-0.290197972,-0.2298288509,935,1436,959,232,437.5,311,609,668,503,256,222.5,221,
1,993.9794,868.65225,647.8065,326.05385,312.5759,164.5732,-152.7779,-99.6707,-41.6775,247,183,210,320,265.5,216,-0.3402061856,-0.4636363636,-0.3898305085,0.310483871,0.3269230769,0.3315290934,0.3756613757,0.4636363636,0.3609958506,-0.0332326284,-0.1611374408,-0.06695464363,650,724.5,492,295,272,231,342,367.5,247,223,177,121,
1,1076.4948,903.6352,643.1453,404.7726,282.69725,45.5144,-112.42575,-98.83405,-37.6409,268,190.5,210,359,301.5,280,-0.2884043608,-0.4128529698,-0.1740412979,0.309164149,0.3472609099,0.2985318108,0.4207650273,0.4128529698,0.1898355755,0.02279202279,-0.07656967841,0.1313131313,650,725.5,398,265,292,271,343,351.5,215,189,219,167,
1,1147.5275,983.092,620.0582,432.7062,384.30025,176.803,-152.67355,-108.1983,6.9615,213,196.5,177,359,281.5,215,-0.2884043608,-0.4997778765,-0.3917963225,0.3415892673,0.3412793008,0.3917963225,0.3756613757,0.4997778765,0.3609958506,0.05899705015,-0.191091954,0,650,844,492,295,311,231,319,414.5,215,224,191.5,75,
1,1041.86385,892.8204,553.7736,408.55775,324.4952,96.4475,-140.96435,-103.03475,36.1288,230,214.5,211,321,266,216,-0.3388259526,-0.475862069,-0.2964169381,0.4145810664,0.3422939068,0.4472727273,0.4207650273,0.475862069,0.2655007949,0.08813559322,-0.1595576619,0.1739130435,650,749,398,265,272.5,231,269,367,152,189,191.5,75,
1,1030.9975,803.22455,498.293,385.47465,261.6064,16.5056,-113.27175,-72.7098,14.5871,267,214.5,211,358,246,213,-0.2626158599,-0.4533333333,-0.1760154739,0.3154506438,0.3660574413,0.4373522459,0.3963553531,0.4533333333,0.138576779,0.0576070901,-0.1046405823,0.2831325301,613,654,304,265,270.5,230,319,303.5,119,189,177,121,
1,1055.48375,922.01155,650.7765,406.02375,349.5938,147.7458,-163.49615,-117.36425,43.9877,194,180.5,244,321,266,280,-0.3832853026,-0.491638796,-0.274611399,0.387283237,0.3228813559,0.4577777778,0.4604462475,0.491638796,0.3609958506,0.004694835681,-0.2006010518,0.2095032397,720,780.5,492,266,291.5,231,318,399.5,183,188,191.5,75,
1,1131.615,980.25285,644.6899,460.94145,371.6559,110.1454,-141.1441,-132.52475,-75.3623,247,165.5,277,359,285.5,215,-0.3772766696,-0.4892665474,-0.3484848485,0.3978873239,0.3438256659,0.2861271676,0.4995278565,0.4892665474,0.3165680473,0.0242510699,-0.1748554913,-0.06926406926,794,832.5,445,265,310.5,231,342,406.5,247,223,237.5,167,
1,1184.4923,1186.9439,707.2785,500.3541,498.4305,75.8553,-16.8207,-16.4427,-67.0353,175,208,281,331.5,328,346,-0.3455083909,-0.5297491039,-0.1262626263,0.4161038961,0.4676753783,0.2303448276,0.4767063922,0.5297491039,0.3234421365,0.08244897959,-0.08251748252,0.1072,681.5,1067,446,241.5,443,228,281,387,279,125,198,160,
1,3436.3461,2425.5048,1955.8797,1877.1641,1213.7863,930.7924,-600.3692,-592.268,-569.075,360,360.5,281,730.5,486.5,509,-0.5443630126,-0.6418844314,-0.5489587949,0.3456521739,0.2582146383,0.2236611831,0.6709971318,0.6418844314,0.6367041199,-0.2447660894,-0.4598945323,-0.3708281829,2476,2230.5,1748,487.5,631.5,388,1204,1315,1109,584.5,561,532,
1,3171.3681,2314.605,1715.1055,1776.581,1097.0062,604.7972,-662.3925,-557.0105,-495.0673,328.5,399,315,588,499,415,-0.5965694683,-0.6145229818,-0.5363128492,0.3327605956,0.2693592469,0.1843238587,0.6675026872,0.6145229818,0.4705882353,-0.3291500285,-0.4136310223,-0.3906020558,2327,2090,1375,464,593,495,1165,1203,947,566.5,587,519,
1,3574.1063,2430.5241,1482.2928,1933.5312,1303.7034,690.9124,-528.3136,-224.1598,-108.9954,376,399,347,665.5,499,411,-0.5450350367,-0.6523859282,-0.5397536394,0.3732340878,0.4135876043,0.4167954663,0.6308858019,0.6523859282,0.5589569161,-0.2156747201,-0.3270397842,-0.1586489253,2260,2372,1375,511.5,745,389,1031.5,984,566,480,410,258,
1,2827.0134,2701.7919,1620.6953,1616.6615,1517.6129,792.8007,-495.3919,-441.8815,-258.9261,301,313,282,587.5,539,411,-0.5609118087,-0.6623864704,-0.5732087227,0.3463336019,0.3437974684,0.3716613852,0.6364348678,0.6623864704,0.5913865546,-0.2663128317,-0.4125340599,-0.2561085973,2088.5,2654,1515,464,714,389,1014,1296,694,495,498,394,
1,2391.6912,2501.544,2328.3616,1316.9769,1312.8619,1009.7629,-482.1613,-724.5451,-807.4135,310,331,380,530,455,559,-0.6049934787,-0.6731321839,-0.5593220339,0.3059429958,0.2319492198,0.1533527697,0.6956692913,0.6731321839,0.5996765063,-0.3669752165,-0.5228106974,-0.4440576827,2153.5,2329,1978,386.5,598,495,1144.5,1452,1452,581,622,676,
0,2293.0658,2014.3539,1704.5577,1891.4615,1571.7271,1280.1719,-207.2619,-172.2284,-121.6925,277,226,237,418.5,264,272,-0.7352941176,-0.7993920973,-0.7580071174,0.4628099174,0.4963665087,0.5176651306,0.7872964169,0.7993920973,0.7541056369,-0.4130434783,-0.5023562677,-0.3955555556,2743.5,2368,1976,326.5,361,277,1007.5,797,628,420,277,258,
1,2543.3318,2149.1264,1345.7931,1526.8644,1007.6004,276.493,-575.6342,-639.0458,-443.2498,333.5,283,304,534.5,419,408,-0.5517819706,-0.6384814495,-0.3804100228,0.2920230407,0.2011385199,0.07193396226,0.6303964758,0.6384814495,0.3516728625,-0.3096545044,-0.501783591,-0.3171548117,1850.5,1899,909,419.5,593,436,1014,1263,787,459,558,458,
1,2076.1866,1828.6481,1071.0066,1125.4168,784.7916,125.3938,-459.7858,-525.446,-243.806,371.5,302,304,534.5,388,408,-0.5015155048,-0.6034747062,-0.2472324723,0.3289310772,0.2143962848,0.1797556719,0.5745721271,0.6034747062,0.274269557,-0.2066790353,-0.4468995011,-0.07061503417,1610,1569,676,435,516,385,813,1015,470,424,522,398,
1,2303.749,1918.6479,1017.8226,1324.0168,868.6586,219.3603,-456.9878,-434.4374,-173.3359,353,302,272,572.5,419,359,-0.5199161426,-0.60657277,-0.335800185,0.3674085251,0.2996581846,0.211409396,0.6018559434,0.60657277,0.3495327103,-0.188518781,-0.375093214,-0.1338962606,1812.5,1711,722,450.5,554,348,838.5,922,470,494.5,542,258,
0,3383.3254,2997.3746,2815.5374,1707.3846,1313.9898,954.1776,-1528.8667,-1409.0492,-1444.6522,419.5,377,373,650,575,541,-0.6308915389,-0.6273493195,-0.5926204819,0.1595841324,0.0960279354,0.0105112279,0.6297347141,0.6273493195,0.5037326697,-0.5240710232,-0.5653817082,-0.5857580398,2872,2511,2115,652.5,593,698,2081.5,2071,2071,1271,1162,1162,
0,2820.4813,2657.8319,2513.1517,1198.8634,990.2442,687.5883,-994.0714,-1011.7141,-1050.5468,496,440,520,708.5,637,677,-0.5353336613,-0.54056978,-0.4533710133,0.2009747339,0.1431629649,0.05695830887,0.5398783095,0.54056978,0.4646053702,-0.3746690203,-0.4307417337,-0.4069207184,2341,2136,1800,699.5,632,658,1557.5,1601,1606,971,985,985,
0,3151.9787,1901.2404,1470.3905,760.5794,681.0292,617.8796,-1256.1153,-348.8526,-307.6324,514,469,310,842.5,538,360,-0.4548689744,-0.4893213099,-0.5612431444,0.1194921583,0.2918896665,0.2959028832,0.4213021492,0.4893213099,0.535971223,-0.3546533895,-0.2303290415,-0.3181818182,2248.5,1569,1281,915.5,539,387,1768.5,860,696,1376.5,498,394,
0,2990.4482,2726.0456,2748.6485,1564.4145,1197.0227,995.3223,-1198.5664,-1271.805,-1395.8415,401,358,376,631.5,513,557,-0.6195783133,-0.6322580645,-0.5830838323,0.1830583058,0.08248157832,0.02570320078,0.6473651961,0.6322580645,0.5477497256,-0.4923633441,-0.58002456,-0.5658612627,2688.5,2277,2115,575.5,557,618,1856.5,1930,2009,1005,989,1116,
0,3168.7864,2991.0345,2904.5827,678.1043,541.6771,415.4163,-1448.561,-1417.8203,-1438.2767,645,602,561,898.5,902,852,-0.4287984743,-0.356403853,-0.343605547,0.06909263884,-0.02762148338,-0.07061017852,0.3942307692,0.356403853,0.3182161754,-0.3706881457,-0.3802816901,-0.4044040545,2247.5,1901,1744,976.5,823,902,1957,2009,2009,1289.5,1340,1340,
0,3891.4732,3517.6246,3329.2399,820.4653,738.0191,603.1676,-1079.1868,-1091.0365,-1013.2417,784.5,770,770,1223,1139,1072,-0.3831021438,-0.3595726736,-0.3463414634,0.1765715512,0.123605948,0.09714285714,0.3829277519,0.3595726736,0.3257280096,-0.2215149586,-0.2469421488,-0.2578746971,2742,2418,2208,1223.5,1095,1123,1919,1886,1817,1307,1296,1175,
1,1368.0805,1293.8746,1172.8751,771.326,754.8011,545.6084,-140.6393,-23.2058,-55.0723,261,209,274,420.5,264,310,-0.5241867044,-0.6691729323,-0.5584045584,0.403125,0.5170842825,0.441370224,0.6088384592,0.6691729323,0.5332866153,-0.1534977353,-0.2325581395,-0.1553133515,1347,1332,1094,327.5,396,333,573,424,424,262.5,189,189,
1,3247.1485,2861.4045,2014.2259,1904.8173,1638.1813,1106.3517,-562.1271,-564.4983,-310.308,449.5,436,273,785.5,505,508,-0.5458881341,-0.6970605879,-0.5908175594,0.3420326223,0.3426672995,0.3820853744,0.6455384615,0.6970605879,0.6437786101,-0.250655855,-0.4656084656,-0.2695902229,2674,2829,1975,576,701,428,1311,1385,883,582,630,439,
1,2785.0355,2441.3786,1827.9846,1561.026,1337.5476,955.0447,-493.6652,-429.669,-282.3257,393.5,380,273,709,465,508,-0.5327072005,-0.67126193,-0.5486450466,0.3389952497,0.3265993266,0.3438704703,0.655749377,0.67126193,0.6358517128,-0.2364028002,-0.4414414414,-0.2523914643,2325.5,2364,1743,483.5,650,388,1148,1200,851,564.5,454,348,
0,3916.8182,3600.8098,3325.2709,1106.0042,1165.2896,1301.7509,-2538.9106,-2106.6328,-1762.592,560,489,469,861,781,672,-0.4887173397,-0.5381431106,-0.5893675527,-0.1192692781,-0.05504087193,-0.001152073733,0.4395635946,0.5381431106,0.6011080332,-0.5744996294,-0.576119403,-0.5901189387,2507,2601,2601,976,745,648,3186,2904,2607,1940,1560,1235,
